block_id	hash	time	size	weight	version	lock_time	is_coinbase	has_witness	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee	fee_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total
205474	01bff786eb7f67b179ed0ce4a6583e173ec915317cdb4bafa403d9246b3a41da	2012-10-29 00:04:45	122	488	1	0	1	0	1	1	0	0	5037139145	530.4108	0	0	0	0	0	0	0
205474	19e94ee812bcb47a62eb0d22609f9a6870d972d6d633a8d7932492b0f01ec497	2012-10-29 00:04:45	438	1752	1	0	0	0	2	2	2388044566	251.4611	2388044566	251.4611	0	0	0	0	0	0	5035.1156787436
205474	3e88845eb5d02c7efb51ccc094648a9f2079b20fbdba52a1c54b099f2dc52fcc	2012-10-29 00:04:45	257	1028	1	0	0	0	1	2	7168414935	754.834	7168364935	754.8288	50000	0.0053	194553	0.0205	48638.1	0.0051	809.49408621253
205474	96369c90ea9df9e719f1bbcf0868c547f68febf1f1fd0a02f3b103080c7a6910	2012-10-29 00:04:45	259	1036	1	0	0	0	1	2	22098494674	2326.9714	22098444674	2326.9661	50000	0.0053	193050	0.0203	48262.5	0.0051	727.16068649331
205474	13c4058363b717d76635d594fd95802972bdc61897fe89c83ecf39af4a139f2a	2012-10-29 00:04:45	258	1032	1	0	0	0	1	2	26192876955	2758.1099	26192876955	2758.1099	0	0	0	0	0	0	637.66316420309
205474	b2e0ec22d9524a509d13c4579e7ee36129d36dca25f150bd0778edf981149e1a	2012-10-29 00:04:45	258	1032	1	0	0	0	1	2	5660468093	596.0473	5660418093	596.042	50000	0.0053	193798	0.0204	48449.6	0.0051	557.84109600546
205474	9360234cd6190f83f139fdd94c926091f73557d7f6114888f06c9e0d542eedfb	2012-10-29 00:04:45	258	1032	1	0	0	0	1	2	10000300000	1053.0316	10000250000	1053.0262	50000	0.0053	193798	0.0204	48449.6	0.0051	298.87470671296
205474	f25b81e49fea3c5eeeb82ddf82f719020f65ec4238ec79bb13d06bde1d4ca527	2012-10-29 00:04:45	259	1036	1	0	0	0	1	2	31586471300	3326.0554	31586421300	3326.05	50000	0.0053	193050	0.0203	48262.5	0.0051	259.01637634317
205474	883e75e60d54fe0eb7e2f5c4475ac7fd53a03196e80a6f14e6ba7d7e1367db42	2012-10-29 00:04:45	258	1032	1	0	0	0	1	2	5144010225	541.6642	5144010225	541.6642	0	0	0	0	0	0	283.43615414061
205474	ed45417d69f8d5d571242995f259a268bed6b75af3ae60272d060e18a957002b	2012-10-29 00:04:45	259	1036	1	0	0	0	1	2	6019735225	633.8781	6019235225	633.8254	500000	0.0526	1930500	0.2033	482625	0.0508	267.34382666556
205474	6031fb6519e595754cda1615fb22717addab9bc5dda6196e98b50eb9f1d9af5f	2012-10-29 00:04:45	257	1028	1	0	0	0	1	2	16857065214	1775.049	16857065214	1775.049	0	0	0	0	0	0	249.23483086773
205474	8fedbd6f1946d43169bdef601354b0f3067b5dc3efe1e316dea6bd0eecb913d5	2012-10-29 00:04:45	259	1036	1	0	0	0	1	2	21500000000	2263.95	21500000000	2263.95	0	0	0	0	0	0	243.81099537037
205474	26e6032c20d345366c36f59161e72da916742afa9b1bdee45051af51042f1fca	2012-10-29 00:04:45	3862	15448	1	0	0	0	21	2	57401021408	6044.3276	57401021408	6044.3276	0	0	0	0	0	0	3764.271712162
205474	bfecd0967871d4af2a1aa51ef815d243d0f30f4b3d275b6f04c5163af31b59b0	2012-10-29 00:04:45	259	1036	1	0	0	0	1	2	2025449589	213.2798	2025399589	213.2746	50000	0.0053	193050	0.0203	48262.5	0.0051	212.25938083502
205474	870e6eb21db84086b1bda3b641a7672d330d2434f2d17414889aa588262e92af	2012-10-29 00:04:45	258	1032	1	0	0	0	1	2	6269609070	660.1898	6269559070	660.1846	50000	0.0053	193798	0.0204	48449.6	0.0051	152.07502805659
